Sr no.,Type,Course Code,Course Name,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,,,,,,,Division,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-4A-11:35:00-12:30:00,,,,,,,,,,,,
,,,,,,Thu-4C-09:30:00-10:25:00,,,,,,,,,,,,
,,,,,,Tue-4B-08:30:00-09:25:00,,,,,,,,,,,,
21,timetable,CE 334,Transportation Engineering II,I - Nagendra Rao Velaga,  ,4, S2,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-4A-11:35:00-12:30:00,,,,,,,,,,,,
,,,,,,Thu-4C-09:30:00-10:25:00,,,,,,,,,,,,
,,,,,,Tue-4B-08:30:00-09:25:00,,,,,,,,,,,,
22,timetable,CE 336,Geotechnical Engineering Lab II,I - Prasenjit Basu,  ,L2, S1,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Tue-L2-14:00:00-16:55:00,,,,,,,,,,,,
23,timetable,CE 336,Geotechnical Engineering Lab II,I - Santiram Chatterjee,  ,L4, S2,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-L4-14:00:00-16:55:00,,,,,,,,,,,,
24,timetable,CE 338,Estimation and Materials Testing Laboratory,I - Muhammad Salman,  ,L4, S1,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-L4-14:00:00-16:55:00,,,,,,,,,,,,
25,timetable,CE 338,Estimation and Materials Testing Laboratory,I - Albert Thomas,  ,L2, S2,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Tue-L2-14:00:00-16:55:00,,,,,,,,,,,,
26,timetable,CE 433,Water Supply and Waste Water Engineering,I - Gupta Kapil,  ,8,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-8A-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Thu-8B-14:00:00-15:25:00,,,,,,,,,,,,
27,timetable,CE 444,Advanced Geotechnical Analysis,I - A. Juneja,  ,13,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-13A-19:00:00-20:25:00,,,,,,,,,,,,
,,,,,,Thu-13B-19:00:00-20:25:00,,,,,,,,,,,,
28,timetable,CE 448,Prestressed Concrete Design,I - Arghadeep Laskar,  ,2,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-2A-09:30:00-10:25:00,,,,,,,,,,,,
,,,,,,Thu-2C-11:35:00-12:30:00,,,,,,,,,,,,
,,,,,,Tue-2B-10:35:00-11:30:00,,,,,,,,,,,,
29,timetable,CE 462,Elements of Structural Dynamics,I - Banerji P.,  ,14,,, 60, View,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-14B-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Tue-14A-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
30,timetable,CE 465,Numerical Methods in Civil Engineering,I - Sinha Ravi,  ,12,,, 50, View,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-12A-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Thu-12B-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
31,timetable,CE 495,BTP II,A - Avijit Maji,  ,,,, 0,,,,,,,,,
,,,,A - Jayadipta Ghosh,FullSemester,,,,,,,,,,,,,
,,,,A - Prasenjit Basu,,,,,,,,,,,,,,
,,,,I - Eswar Rajasekaran,,,,,,,,,,,,,,
32,timetable,CE 607,Numerical Techniques in Hydraulic Engg,I - T I Eldho,  ,5,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-5B-09:30:00-10:55:00,,,,,,,,,,,,
,,,,,,Wed-5A-09:30:00-10:55:00,,,,,,,,,,,,
33,timetable,CE 608,Eco-hydro-Climatology,I - Subimal Ghosh,  ,8,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-8A-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Thu-8B-14:00:00-15:25:00,,,,,,,,,,,,
34,timetable,CE 610,Introduction to Earthquake Engineering,I - Meera Raghunandan,  ,8,,, 50,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-8A-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Thu-8B-14:00:00-15:25:00,,,,,,,,,,,,
35,timetable,CE 620,Finite Element Methods,I - M.M.Inamdar,  ,1,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-1A-08:30:00-09:25:00,,,,,,,,,,,,
,,,,,,Thu-1C-10:35:00-11:30:00,,,,,,,,,,,,
,,,,,,Tue-1B-09:30:00-10:25:00,,,,,,,,,,,,
36,timetable,CE 629,Elastic Waves in Solids,I - Sauvik Banerjee,  ,5,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-5B-09:30:00-10:55:00,,,,,,,,,,,,
,,,,,,Wed-5A-09:30:00-10:55:00,,,,,,,,,,,,
37,timetable,CE 645,Geotechnical Centrifuge Modelling,I - Viswanadham B.V.S.,  ,5,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-5B-09:30:00-10:55:00,,,,,,,,,,,,
,,,,,,Wed-5A-09:30:00-10:55:00,,,,,,,,,,,,
38,timetable,CE 651,Bridge Engineering,I - Goyal Alok,  ,9,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-9A-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Thu-9B-15:30:00-16:55:00,,,,,,,,,,,,
39,timetable,CE 652,Foundations of Offshore Structures,I - Santiram Chatterjee,  ,14,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-14B-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Tue-14A-17:30:00-18:55:00,,,,,,,,,,,,
40,timetable,CE 654,Advanced Hydrological Analysis and Design,I - Jothiprakash V.,  ,3,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-3A-10:35:00-11:30:00,,,,,,,,,,,,
,,,,,,Thu-3C-08:30:00-09:25:00,,,,,,,,,,,,
,,,,,,Tue-3B-11:35:00-12:30:00,,,,,,,,,,,,
41,timetable,CE 656,Plasticity Theory and Applications in Geomechanics,I - Prasenjit Basu,  ,12,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-12A-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Thu-12B-17:30:00-18:55:00,,,,,,,,,,,,
42,timetable,CE 658,Hydrogeomorphology,I - Basudev Biswal,  ,14,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-14B-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Tue-14A-17:30:00-18:55:00,,,,,,,,,,,,
43,timetable,CE 659,Advanced Surveying,I - Raaj Ramsankaran,  ,9,,, 20,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-9A-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Thu-9B-15:30:00-16:55:00,,,,,,,,,,,,
44,timetable,CE 676,Water Resources Systems,I - M.J.Reddy,  ,2,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-2A-09:30:00-10:25:00,,,,,,,,,,,,
,,,,,,Thu-2C-11:35:00-12:30:00,,,,,,,,,,,,
,,,,,,Tue-2B-10:35:00-11:30:00,,,,,,,,,,,,
45,timetable,CE 677,Design and Testing of Pile Foundations,I - S. Dasaka Murthy,  ,8,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-8A-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Thu-8B-14:00:00-15:25:00,,,,,,,,,,,,
46,timetable,CE 684,Advanced Geotechnical Earthquake Engineering,I - Choudhury Deepankar,  ,9,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-9A-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Thu-9B-15:30:00-16:55:00,,,,,,,,,,,,
47,timetable,CE 687,Offshore Construction,I - R. Balaji,  ,9,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-9A-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Thu-9B-15:30:00-16:55:00,,,,,,,,,,,,
48,timetable,CE 699,Transportation Systems Studio,A - K.V.Krishna Rao,  ,,,, 60,,,,,,,,,
,,,,I - Nagendra Rao Velaga,FullSemester,,,,,,,,,,,,,
,,,,,,Wed-LX-14:00:00-16:55:00,,,,,,,,,,,,
49,timetable,CE 706,Ocean Engineering Laboratory,A - Manasa R. Behera,  ,,,, 60,,,,,,,,,
,,,,I - R. Balaji,FullSemester,,,,,,,,,,,,,
,,,,,,Wed-LX-14:00:00-16:55:00,,,,,,,,,,,,
50,timetable,CE 707,"Coastal, Port and Harbor Engineering",I - Manasa R. Behera,  ,8,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-8A-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Thu-8B-14:00:00-15:25:00,,,,,,,,,,,,
51,timetable,CE 708,Offshore Engineering,I - Deo M.C.,  ,3,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-3A-10:35:00-11:30:00,,,,,,,,,,,,
,,,,,,Thu-3C-08:30:00-09:25:00,,,,,,,,,,,,
,,,,,,Tue-3B-11:35:00-12:30:00,,,,,,,,,,,,
52,timetable,CE 710,Remote Sensing and Geographical Information Systems in Water Resources Management,I - Eswar Rajasekaran,  ,6,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-6B-11:05:00-12:30:00,,,,,,,,,,,,
,,,,,,Wed-6A-11:05:00-12:30:00,,,,,,,,,,,,
53,timetable,CE 718,Construction Materials Laboratory,I - Muhammad Salman,  ,,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,Wed-LX-14:00:00-16:55:00,,,,,,,,,,,,
54,timetable,CE 719,Construction Contracts,I - Venkata S. Delhi,  ,5,,, 20,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-5B-09:30:00-10:55:00,,,,,,,,,,,,
,,,,,,Wed-5A-09:30:00-10:55:00,,,,,,,,,,,,
55,timetable,CE 722,Construction Management Studio,A - Venkata S. Delhi,  ,9,,, 60,,,,,,,,,
,,,,I - Albert Thomas,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-9A-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Thu-9B-15:30:00-16:55:00,,,,,,,,,,,,
56,timetable,CE 723,Construction Equipment and Personnel Management,I - Albert Thomas,  ,2,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-2A-09:30:00-10:25:00,,,,,,,,,,,,
,,,,,,Thu-2C-11:35:00-12:30:00,,,,,,,,,,,,
,,,,,,Tue-2B-10:35:00-11:30:00,,,,,,,,,,,,
57,timetable,CE 725,Construction Economics and Finance,I - Venkata S. Delhi,  ,1,,, 20,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-1A-08:30:00-09:25:00,,,,,,,,,,,,
,,,,,,Thu-1C-10:35:00-11:30:00,,,,,,,,,,,,
,,,,,,Tue-1B-09:30:00-10:25:00,,,,,,,,,,,,
58,timetable,CE 743,Condition Assessment and Rehabilitation of Structures,I - Muhammad Salman,  ,3,,, 20,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-3A-10:35:00-11:30:00,,,,,,,,,,,,
,,,,,,Thu-3C-08:30:00-09:25:00,,,,,,,,,,,,
,,,,,,Tue-3B-11:35:00-12:30:00,,,,,,,,,,,,
59,timetable,CE 749,Freight transportation Planning and Logistics,I - Gopal R. Patil,  ,10,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-10B-14:00:00-15:25:00,,,,,,,,,,,,
,,,,,,Tue-10A-14:00:00-15:25:00,,,,,,,,,,,,
60,timetable,CE 773,Geometric Design and Analysis of High-Speed Roadways,I - Avijit Maji,  ,5,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-5B-09:30:00-10:55:00,,,,,,,,,,,,
,,,,,,Wed-5A-09:30:00-10:55:00,,,,,,,,,,,,
61,timetable,CE 776,Transportation Project Evaluation and Decision Making,I - P.Vedagiri,  ,12,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Mon-12A-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Thu-12B-17:30:00-18:55:00,,,,,,,,,,,,
62,timetable,CE 780,Behavioural Travel Modelling,I - K.V.Krishna Rao,  ,11,,, 60,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Fri-11B-15:30:00-16:55:00,,,,,,,,,,,,
,,,,,,Tue-11A-15:30:00-16:55:00,,,,,,,,,,,,
63,timetable,CE 792,Communication Skills -II,I - Bellie Sivakumar,  ,X,,, 0,,,,,,,,,
,,,,,FullSemester,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,Wed-XC-17:30:00-18:55:00,,,,,,,,,,,,
,,,,,,Wed-XD-19:00:00-20:25:00,,,,,,,,,,,,
